Màu sắc,Phân loại người bán,Tỉnh,Hãng,Dòng xe,Năm sản xuất,Số Km đã đi,Tình trạng,Hộp số,Nhiên liệu,Kiểu dáng,Số chỗ,Xuất xứ,Đối tác,Giá
đen,Bán chuyên, Tp Hồ Chí Minh,Kia,Sorento,2014,104000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Việt Nam,No,435000000
đen,Cá nhân, Đồng Nai,Ford,Laser,2001,5,Đã sử dụng,Số sàn,Xăng,Sedan,5,Đang cập nhật,No,62000000
đen,Cá nhân, Tp Hồ Chí Minh,Honda,Civic,2019,7,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,545000000
trắng,Bán chuyên, Hà Nội,Mitsubishi,Xpander,2022,25000,Đã sử dụng,Tự động,Xăng,Minivan (MPV),7,Thái Lan,Yes,610000000
đen,Bán chuyên, Tp Hồ Chí Minh,Mitsubishi,Xpander Cross,2021,45000,Đã sử dụng,Tự động,Xăng,Minivan (MPV),7,Nước khác,Yes,548000000
đen,Bán chuyên, Hà Nội,Mitsubishi,Xpander,2023,8000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,7,Nước khác,No,629000000
xanh lá,Bán chuyên, Hà Nội,Mitsubishi,Lancer,2004,50000,Đã sử dụng,Tự động,Xăng,Sedan,2,Việt Nam,No,145000000
bạc,Cá nhân, Tp Hồ Chí Minh,Toyota,Innova,2015,100000,Đã sử dụng,Số sàn,Xăng,Sedan,8,Việt Nam,No,345000000
đen,Bán chuyên, Bắc Giang,Isuzu,Hi lander,2007,20000,Đã sử dụng,Số sàn,Dầu,SUV / Cross over,8,Nhật Bản,No,139000000
đen,Bán chuyên, Hà Nội,Mazda,BT 50,2020,70000,Đã sử dụng,Tự động,Dầu,Pick-up (bán tải),5,Thái Lan,No,460000000
trắng,Bán chuyên, Hà Nội,Mazda,CX 5,2017,58000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Đang cập nhật,No,618000000
đen,Bán chuyên, Tp Hồ Chí Minh,Hyundai,Avante,2012,90000,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,295000000
xám,Bán chuyên, Tp Hồ Chí Minh,Ford,Ranger,2023,50000,Mới,Tự động,Dầu,Pick-up (bán tải),5,Thái Lan,No,1299000000
đen,Bán chuyên, Tp Hồ Chí Minh,Haval,H6,2023,50000,Mới,Tự động,Động cơ Hybrid,SUV / Cross over,5,Thái Lan,No,250000000
đen,Bán chuyên, Tp Hồ Chí Minh,MG,5,2023,41000,Mới,Tự động,Xăng,Sedan,5,Thái Lan,No,523000000
đen,Bán chuyên, Tp Hồ Chí Minh,Kia,Cerato,2020,49449,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,Yes,548000000
trắng,Bán chuyên, Hà Nội,Honda,CR V,2020,46000,Đã sử dụng,5,Xăng,SUV / Cross over,7,Việt Nam,No,825000000
đen,Bán chuyên, Tp Hồ Chí Minh,Toyota,Camry,2015,80000,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,Yes,605000000
đen,Bán chuyên, Hà Nội,Mitsubishi,Triton,2018,70000,Đã sử dụng,Tự động,Dầu,Pick-up (bán tải),5,Thái Lan,No,510000000
đen,Bán chuyên, Tp Hồ Chí Minh,Acura,MDX,2008,95000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,7,Nhật Bản,Yes,390000000
xám,Bán chuyên, Hậu Giang,Kia,Soluto,2019,30000,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,368000000
đen,Bán chuyên, Lâm Đồng,Chevrolet,Captiva,2007,100000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,7,Việt Nam,Yes,215000000
trắng,Bán chuyên, Tp Hồ Chí Minh,Honda,City,2019,9000,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,418000000
đen,Bán chuyên, Hà Nội,Daewoo,Lacetti,2010,110000,Đã sử dụng,Số sàn,Xăng,Sedan,5,Hàn Quốc,Yes,155000000
đỏ,Bán chuyên, Tp Hồ Chí Minh,Honda,CR V,2023,60000,Mới,Tự động,Xăng,SUV / Cross over,7,Việt Nam,Yes,1118000000
đen,Bán chuyên, Tp Hồ Chí Minh,Hyundai,Avante,2012,90000,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,295000000
be,Cá nhân, Tp Hồ Chí Minh,Honda,City,2018,67000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,No,379000000
đen,Cá nhân, Đà Nẵng,Ford,Express,2013,90000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Việt Nam,No,320000000
đen,Bán chuyên, Hà Nội,Mitsubishi,Xpander,2021,33000,Đã sử dụng,Tự động,Xăng,Minivan (MPV),7,Đang cập nhật,Yes,528000000
đen,Bán chuyên, Tp Hồ Chí Minh,Ford,Transit,2023,50000,Mới,Số sàn,Dầu,Van,6,Việt Nam,Yes,899000000
đen,Bán chuyên, Tp Hồ Chí Minh,Toyota,Veloz,2023,100000,Mới,Tự động,Xăng,Minivan (MPV),7,Việt Nam,No,668000000
đen,Bán chuyên, Đà Nẵng,Suzuki,Ertiga,2022,22000,Đã sử dụng,Số sàn,Xăng,Minivan (MPV),7,Nước khác,No,455000000
đen,Bán chuyên, Tp Hồ Chí Minh,Peugeot,5008,2022,24000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,7,Việt Nam,Yes,979000000
trắng,Bán chuyên, Tp Hồ Chí Minh,Hyundai,Grand i10,2023,10000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,No,350000000
trắng,Bán chuyên, Tp Hồ Chí Minh,Porsche,Macan,2015,57000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Đức,Yes,1998000000
đen,Bán chuyên, Tp Hồ Chí Minh,Mitsubishi,Pajero Sport,2021,7700,Đã sử dụng,Tự động,Dầu,SUV / Cross over,7,Nước khác,Yes,1186000000
đen,Bán chuyên, Tp Hồ Chí Minh,Toyota,Hiace,2011,100000,Đã sử dụng,Số sàn,Dầu,Sedan,5,Đang cập nhật,Yes,305000000
đỏ,Bán chuyên, Đồng Nai,Hyundai,Grand i10,2019,60000,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,Yes,327000000
trắng,Bán chuyên, Tp Hồ Chí Minh,BMW,4 Series,2015,42000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đức,No,899000000
be,Bán chuyên, Tp Hồ Chí Minh,Kia,Sorento,2019,81000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,7,Việt Nam,No,585000000
đỏ,Bán chuyên, Tp Hồ Chí Minh,Ford,Everest,2023,20000,Đã sử dụng,Tự động,Dầu,SUV / Cross over,7,Thái Lan,Yes,1260000000
đen,Cá nhân, Hà Nội,Mitsubishi,Attrage,2017,75316,Đã sử dụng,Tự động,Xăng,Sedan,5,Thái Lan,No,290000000
đen,Bán chuyên, Hà Nội,Toyota,Fortuner,2016,100000,Đã sử dụng,Số sàn,Dầu,SUV / Cross over,7,Việt Nam,Yes,575000000
đen,Bán chuyên, Hà Nội,Hyundai,Elantra,2018,50000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Yes,435000000
đen,Bán chuyên, Tp Hồ Chí Minh,Mitsubishi,Grandis,2008,50000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Nhật Bản,No,295000000
đen,Bán chuyên, Tp Hồ Chí Minh,Audi,A7,2011,55000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đức,No,777000000
nâu,Cá nhân, Hà Nội,Toyota,Innova,2016,85679,Đã sử dụng,Số sàn,Xăng,Minivan (MPV),8,Việt Nam,Yes,338000000
đen,Bán chuyên, Hà Nội,Mercedes Benz,GLC,2018,33000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Việt Nam,No,1120000000
xanh lá,Cá nhân, Hà Nội,Honda,CR V,2014,90379,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Việt Nam,Yes,515000000
nâu,Cá nhân, Tp Hồ Chí Minh,Honda,Dòng khác,2021,6374,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,No,30000000
trắng,Bán chuyên, Tp Hồ Chí Minh,Mercedes Benz,E Class,2022,30,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,2150000000
đen,Cá nhân, Tp Hồ Chí Minh,Vinfast,Lux A2.0,2020,45000,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,619000000
đen,Cá nhân, Tp Hồ Chí Minh,Vinfast,Fadil,2021,31000,Đã sử dụng,Tự động,Xăng,Hatchback,5,Việt Nam,No,320000000
trắng,Bán chuyên, Hậu Giang,Hyundai,Elantra,2019,50000,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,475000000
xám,Bán chuyên, Lâm Đồng,Daewoo,Lacetti,2010,12345,Đã sử dụng,Số sàn,Xăng,Sedan,5,Việt Nam,Yes,175000000
đen,Bán chuyên, Hà Nội,Toyota,Corolla Altis,2011,100000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,No,360000000
đen,Bán chuyên, Bình Dương,Toyota,Fortuner,2019,41000,Đã sử dụng,Tự động,Dầu,SUV / Cross over,7,Việt Nam,No,830000000
tím,Cá nhân, Khánh Hòa,Honda,Accord,1995,60000,Đã sử dụng,Số sàn,Xăng,Sedan,5,Đang cập nhật,Yes,85000000
đen,Bán chuyên, Tp Hồ Chí Minh,Haval,H6,2023,50000,Mới,Tự động,Động cơ Hybrid,SUV / Cross over,5,Thái Lan,Yes,250000000
đen,Bán chuyên, Bình Dương,MG,HS,2022,53000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Trung Quốc,Yes,530000000
xám,Bán chuyên, Hà Nội,Hyundai,Grand Starex,2013,120000,Đã sử dụng,Tự động,Dầu,Sedan,2,Hàn Quốc,No,375000000
đen,Bán chuyên, Tp Hồ Chí Minh,Kia,Cerato,2016,17000,Đã sử dụng,Số sàn,Xăng,Sedan,5,Việt Nam,No,365000000
nâu,Cá nhân, Tp Hồ Chí Minh,Kia,Soluto,2020,80000,Đã sử dụng,Số sàn,Xăng,Sedan,5,Đang cập nhật,No,320000000
đỏ,Bán chuyên, Hà Nội,Hyundai,Elantra,2018,50000,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,468000000
xám,Cá nhân, Đồng Nai,Daewoo,Matiz,2000,100000,Đã sử dụng,Số sàn,Xăng,Hatchback,5,Hàn Quốc,Yes,28000000
bạc,Cá nhân, Tp Hồ Chí Minh,Ford,Fiesta,2011,65000,Đã sử dụng,Tự động,Xăng,Hatchback,5,Đang cập nhật,No,205000000
đỏ,Cá nhân, Tp Hồ Chí Minh,Chevrolet,Astro,2017,100000,Đã sử dụng,Tự động,Xăng,Kiểu dáng khác,7,Mỹ,Yes,350000000
đen,Bán chuyên, Tp Hồ Chí Minh,Mazda,CX 8,2019,45000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,7,Đang cập nhật,Yes,738000000
đen,Bán chuyên, Hà Nội,Mitsubishi,Pajero Sport,2023,2000,Đã sử dụng,Tự động,Dầu,SUV / Cross over,7,Thái Lan,Yes,865000000
đen,Bán chuyên, Tp Hồ Chí Minh,Toyota,Vios,2022,3923,Đã sử dụng,Tự động,Xăng,Sedan,2,Việt Nam,No,455000000
xám,Bán chuyên, Hải Phòng,Daewoo,Lacetti,2010,12345,Đã sử dụng,Số sàn,Xăng,Sedan,5,Đang cập nhật,No,96000000
trắng,Bán chuyên, Tp Hồ Chí Minh,Toyota,Yaris,2023,100000,Mới,Tự động,Xăng,SUV / Cross over,5,Nước khác,No,655000000
trắng,Bán chuyên, Hà Nội,Kia,K3,2023,80000,Mới,Tự động,Xăng,Sedan,5,Việt Nam,No,549000000
xanh lá,Bán chuyên, Tp Hồ Chí Minh,Kia,Sportage,2023,80000,Mới,Tự động,Xăng,SUV / Cross over,5,Việt Nam,No,1019000000
đen,Bán chuyên, Hà Nội,Mitsubishi,Triton,2023,50000,Mới,Tự động,Dầu,Minivan (MPV),4,Thái Lan,No,592000000
đen,Bán chuyên, Hà Nội,Cadillac,CTS,2009,90000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Đang cập nhật,Yes,555000000
đen,Bán chuyên, Đà Nẵng,Ford,Fiesta,2018,42000,Đã sử dụng,Tự động,Xăng,Hatchback,5,Đang cập nhật,No,350000000
đen,Bán chuyên, Tp Hồ Chí Minh,Honda,Civic,2021,18000,Đã sử dụng,5,Xăng,Sedan,5,Thái Lan,No,650000000
đen,Bán chuyên, Hà Nội,Chevrolet,Spark,2015,110000,Đã sử dụng,Số sàn,Xăng,Hatchback,5,Việt Nam,No,95000000
trắng,Bán chuyên, Tp Hồ Chí Minh,Toyota,Camry,2021,28000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,No,1030000000
trắng,Bán chuyên, Hà Nội,Kia,Sorento,2022,36000,Đã sử dụng,Tự động,Dầu,SUV / Cross over,7,Việt Nam,No,975000000
đen,Bán chuyên, Tp Hồ Chí Minh,Mercedes Benz,V Class,2020,47000,Đã sử dụng,Tự động,Xăng,Minivan (MPV),7,Nước khác,Yes,1890000000
trắng,Bán chuyên, Tp Hồ Chí Minh,Toyota,Land Cruiser Prado,2023,2800,Đã sử dụng,Tự động,Xăng,SUV / Cross over,7,Nhật Bản,No,2850000000
xám,Cá nhân, Tp Hồ Chí Minh,Ford,Everest,2019,42000,Đã sử dụng,Tự động,Dầu,SUV / Cross over,7,Đang cập nhật,No,930000000
đen,Bán chuyên, Hà Nội,Hyundai,Grand Starex,2008,10000,Đã sử dụng,Số sàn,Dầu,Minivan (MPV),5,Hàn Quốc,Yes,298000000
cam,Bán chuyên, Bình Dương,Mitsubishi,Xpander Cross,2022,12083,Đã sử dụng,Tự động,Xăng,Minivan (MPV),7,Nước khác,No,595000000
đen,Cá nhân, Tp Hồ Chí Minh,Toyota,Camry,2009,12345,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,320000000
trắng,Bán chuyên, Tp Hồ Chí Minh,Ford,EcoSport,2019,19000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Việt Nam,Yes,478000000
đỏ,Bán chuyên, Tp Hồ Chí Minh,Ford,EcoSport,2017,13000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Việt Nam,No,410000000
đen,Cá nhân, Tp Hồ Chí Minh,Toyota,Zace,2003,12345,Đã sử dụng,Số sàn,Xăng,SUV / Cross over,8,Việt Nam,Yes,108000000
bạc,Bán chuyên, Hà Nội,Honda,CR V,2020,60000,Đã sử dụng,5,Xăng,SUV / Cross over,7,Việt Nam,No,800000000
đen,Cá nhân, Tp Hồ Chí Minh,Ford,Escape,2004,50000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Đang cập nhật,No,139000000
đen,Cá nhân, Tp Hồ Chí Minh,Toyota,Wigo,2019,95000,Đã sử dụng,Số sàn,Xăng,Hatchback,5,Đang cập nhật,Yes,246000000
đen,Bán chuyên, Hà Nội,Kia,Cerato,2016,80000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,No,368000000
đen,Cá nhân, Tp Hồ Chí Minh,Peugeot,3008,2019,36789,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Việt Nam,No,692000000
đen,Bán chuyên, Đồng Nai,Honda,Jazz,2018,37000,Đã sử dụng,Tự động,Xăng,Hatchback,5,Thái Lan,No,408000000
đen,Cá nhân, Tp Hồ Chí Minh,BMW,3 Series,2016,90000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đức,No,639000000
đen,Bán chuyên, Tp Hồ Chí Minh,Hyundai,Kona,2020,25000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Việt Nam,No,550000000
đen,Cá nhân, Hà Nội,Nissan,Tiida,2008,86000,Đã sử dụng,Tự động,Xăng,Sedan,5,Nhật Bản,No,198000000
đỏ,Bán chuyên, Hậu Giang,Honda,Jazz,2018,19000,Đã sử dụng,Tự động,Xăng,Hatchback,5,Thái Lan,No,395000000
trắng,Bán chuyên, Lâm Đồng,Mazda,CX 5,2018,76888,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Việt Nam,No,595000000
đen,Bán chuyên, Tp Hồ Chí Minh,Kia,Morning,2022,9730,Đã sử dụng,Tự động,Xăng,Hatchback,5,Việt Nam,No,385000000
đen,Cá nhân, Tp Hồ Chí Minh,Kia,K3,2023,4000,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,585000000
xám,Bán chuyên, Hải Phòng,Hyundai,Grand i10,2015,6789,Đã sử dụng,Số sàn,Xăng,Hatchback,5,Việt Nam,No,145000000
đen,Bán chuyên, Tp Hồ Chí Minh,Ford,Ranger,2020,30000,Đã sử dụng,Tự động,Dầu,Pick-up (bán tải),5,Thái Lan,No,638000000
đen,Bán chuyên, Hà Nội,Ford,Transit,2019,50000,Đã sử dụng,Số sàn,Dầu,Van,7,Đang cập nhật,Yes,570000000
xám,Bán chuyên, Hà Nội,Toyota,Fortuner,2018,80000,Đã sử dụng,Số sàn,Dầu,SUV / Cross over,7,Thái Lan,No,735000000
trắng,Bán chuyên, Hà Nội,Hyundai,Tucson,2018,64000,Đã sử dụng,Tự động,Dầu,SUV / Cross over,5,Đang cập nhật,No,665000000
xám,Cá nhân, Tp Hồ Chí Minh,Mitsubishi,Attrage,2019,90000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Yes,295000000
đỏ,Bán chuyên, Tp Hồ Chí Minh,Toyota,Yaris,2020,64000,Đã sử dụng,Tự động,Xăng,Hatchback,5,Thái Lan,No,490000000
đen,Cá nhân, Bà Rịa - Vũng Tàu,Ford,Focus,2013,95000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Đang cập nhật,Yes,315000000
đen,Bán chuyên, Tp Hồ Chí Minh,Toyota,Vios,2023,100000,Mới,Tự động,Xăng,Sedan,5,Việt Nam,Yes,449000000
đen,Bán chuyên, Đà Nẵng,Hyundai,Accent,2021,57000,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,460000000
nâu,Bán chuyên, Tp Hồ Chí Minh,Suzuki,XL 7,2022,30000,Mới,Tự động,Xăng,Minivan (MPV),7,Nước khác,No,599900000
trắng,Bán chuyên, Tp Hồ Chí Minh,Ford,Ranger,2019,55000,Đã sử dụng,Tự động,Dầu,Pick-up (bán tải),5,Thái Lan,No,495000000
đỏ,Bán chuyên, Tp Hồ Chí Minh,Mercedes Benz,GLE Class,2018,24000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Đức,No,2399000000
trắng,Bán chuyên, Tp Hồ Chí Minh,Hyundai,Santa Fe,2017,61000,Đã sử dụng,Tự động,Dầu,SUV / Cross over,7,Việt Nam,Yes,718000000
đen,Bán chuyên, Tp Hồ Chí Minh,Kia,K3,2022,5000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,No,585000000
đen,Cá nhân, Bắc Giang,Kia,Rondo,2016,120000,Đã sử dụng,Tự động,Xăng,Minivan (MPV),7,Việt Nam,Yes,385000000
đen,Cá nhân, Bình Thuận,Hyundai,Grand i10,2018,50000,Đã sử dụng,Số sàn,Xăng,Sedan,5,Đang cập nhật,No,270000000
đen,Bán chuyên, Tp Hồ Chí Minh,BMW,5 Series,2015,49000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đức,No,715000000
đen,Cá nhân, Đà Nẵng,Daewoo,Nubira,2003,12345,Đã sử dụng,Số sàn,Xăng,Sedan,5,Đang cập nhật,No,52000000
đen,Bán chuyên, Hà Nội,Honda,Civic,2021,28000,Đã sử dụng,5,Xăng,Sedan,5,Thái Lan,No,625000000
đen,Cá nhân, Tp Hồ Chí Minh,Vinfast,VFe34,2023,10000,Đã sử dụng,Tự động,Điện,Sedan,5,Đang cập nhật,No,450000000
trắng,Bán chuyên, Hà Nội,Peugeot,3008,2020,40000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Nước khác,No,735000000
đỏ,Bán chuyên, Thanh Hóa,Hyundai,Grand i10,2015,85235,Đã sử dụng,Số sàn,Xăng,Hatchback,5,Ấn Độ,No,15800000
đỏ,Bán chuyên, Bình Dương,Toyota,Innova,2018,100000,Đã sử dụng,Tự động,Xăng,Minivan (MPV),7,Việt Nam,No,575000000
trắng,Bán chuyên, Tp Hồ Chí Minh,Honda,BR-V,2023,60000,Mới,Tự động,Xăng,Sedan,7,Ấn Độ,No,661000000
trắng,Bán chuyên, Tp Hồ Chí Minh,Audi,A6,2021,18000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đức,No,1880000000
xanh lá,Cá nhân, Tp Hồ Chí Minh,BMW,3 Series,2003,100000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đức,Yes,129000000
đỏ,Bán chuyên, Tp Hồ Chí Minh,Mazda,CX 5,2022,30000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Việt Nam,No,785000000
đen,Cá nhân, Hà Nội,Kia,CD5,2001,80000,Đã sử dụng,Số sàn,Xăng,Hatchback,5,Việt Nam,Yes,56000000
trắng,Bán chuyên, Hà Nội,Peugeot,2008,2022,20000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Việt Nam,Yes,698000000
đen,Bán chuyên, Hà Nội,Mercedes Benz,GLS Class,2019,30000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,No,3790000000
đen,Bán chuyên, Tp Hồ Chí Minh,Toyota,Camry,2003,88000,Đã sử dụng,Số sàn,Xăng,Sedan,5,Việt Nam,No,168000000
đen,Bán chuyên, Tp Hồ Chí Minh,Ford,Everest,2020,15000,Đã sử dụng,Tự động,Dầu,SUV / Cross over,7,Thái Lan,No,935000000
xanh lá,Cá nhân, Tp Hồ Chí Minh,BMW,X1,2010,88888,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,No,350000000
đen,Bán chuyên, Lâm Đồng,Hyundai,Santa Fe,2011,99999,Đã sử dụng,Tự động,Xăng,SUV / Cross over,7,Hàn Quốc,Yes,465000000
đen,Bán chuyên, Tp Hồ Chí Minh,Lexus,RX,2006,94000,Đã sử dụng,Tự động,Xăng,Sedan,5,Nước khác,Yes,465000000
đỏ,Bán chuyên, Tp Hồ Chí Minh,Ford,Territory,2023,13000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Đang cập nhật,Yes,845000000
trắng,Bán chuyên, Cần Thơ,Toyota,Raize,2022,40000,Đã sử dụng,Tự động,Xăng,Hatchback,5,Nước khác,No,520000000
trắng,Bán chuyên, Tp Hồ Chí Minh,Mercedes Benz,GLC Class,2020,37000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,4,Việt Nam,No,1390000000
đen,Bán chuyên, Hà Nội,Kia,Cerato Koup,2010,12000,Đã sử dụng,Tự động,Xăng,Coupe (2 cửa),5,Hàn Quốc,No,285000000
bạc,Bán chuyên, Tp Hồ Chí Minh,Toyota,Fortuner,2020,7833,Đã sử dụng,Tự động,Dầu,SUV / Cross over,7,Việt Nam,Yes,942000000
trắng,Bán chuyên, Tp Hồ Chí Minh,Honda,City,2023,60000,Mới,Tự động,Xăng,Sedan,5,Việt Nam,No,559000000
đen,Bán chuyên, Đà Nẵng,Honda,City,2022,50000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,No,455000000
đỏ,Cá nhân, Hà Nội,Ford,Focus,2012,120000,Đã sử dụng,Tự động,Xăng,Hatchback,5,Việt Nam,No,250000000
đen,Bán chuyên, Tp Hồ Chí Minh,Chevrolet,Captiva,2016,103000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,7,Việt Nam,Yes,395000000
xanh dương,Cá nhân, Đà Nẵng,Nissan,Sunny,2015,70000,Đã sử dụng,Số sàn,Xăng,Sedan,5,Nhật Bản,No,18500000
đen,Bán chuyên, Tp Hồ Chí Minh,Toyota,Innova,2018,70000,Đã sử dụng,Số sàn,Xăng,Minivan (MPV),8,Đang cập nhật,No,465000000
đen,Bán chuyên, Tp Hồ Chí Minh,Lexus,LS,2021,16000,Đã sử dụng,Tự động,Xăng,Sedan,5,Nhật Bản,No,5799000000
nâu,Bán chuyên, Tp Hồ Chí Minh,Kia,Sedona,2019,40000,Đã sử dụng,Tự động,Dầu,Minivan (MPV),5,Việt Nam,Yes,865000000
trắng,Bán chuyên, Tp Hồ Chí Minh,Kia,Sedona,2018,87000,Đã sử dụng,Tự động,Dầu,Minivan (MPV),7,Việt Nam,No,835000000
đỏ,Bán chuyên, Tp Hồ Chí Minh,Mazda,6,2021,25000,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,708000000
đen,Bán chuyên, Hải Dương,Ford,Escape,2009,16000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Đang cập nhật,Yes,219000000
đen,Bán chuyên, Hà Nội,Vinfast,Lux A2.0,2021,24000,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,610000000
đen,Bán chuyên, Hà Nội,Vinfast,Lux A2.0,2021,33000,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,579000000
đen,Bán chuyên, Tp Hồ Chí Minh,Kia,K3,2022,4000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,Yes,585000000
đen,Bán chuyên, Hà Nội,Mercedes Benz,S Class,2022,10000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,No,4399000000
đen,Bán chuyên, Tp Hồ Chí Minh,Ford,EcoSport,2019,19000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Đang cập nhật,No,478000000
đen,Bán chuyên, Tp Hồ Chí Minh,Mazda,CX 5,2022,37000,Đã sử dụng,Tự động,Xăng,SUV / Cross over,5,Đang cập nhật,No,585000000
đen,Bán chuyên, Đà Nẵng,Hyundai,Accent,2021,23000,Đã sử dụng,Tự động,Xăng,Sedan,5,Đang cập nhật,No,460000000
xanh lá,Bán chuyên, Vĩnh Long,Toyota,Vios,2021,93000,Đã sử dụng,Số sàn,Xăng,Sedan,5,Việt Nam,No,375000000
đen,Cá nhân, Tp Hồ Chí Minh,Mitsubishi,Jolie,2005,100000,Đã sử dụng,Số sàn,Xăng,SUV / Cross over,8,Việt Nam,Yes,165000000
trắng,Bán chuyên, Hà Nội,Hyundai,Accent,2023,50000,Mới,Tự động,Xăng,Sedan,5,Việt Nam,No,465000000
đen,Bán chuyên, Hà Nội,Mitsubishi,Xpander,2023,50000,Mới,Số sàn,Xăng,Minivan (MPV),7,Việt Nam,No,495000000
đỏ,Cá nhân, Tp Hồ Chí Minh,Kia,Sedona,2020,77000,Đã sử dụng,Tự động,Dầu,Minivan (MPV),7,Đang cập nhật,No,895000000
đen,Bán chuyên, Tp Hồ Chí Minh,Mazda,CX 5,2023,30000,Mới,Tự động,Xăng,SUV / Cross over,5,Nhật Bản,No,749000000
đen,Bán chuyên, Đà Nẵng,Honda,City,2022,12000,Đã sử dụng,Tự động,Xăng,Sedan,5,Việt Nam,No,525000000
